UniProt,Keywords
Q92499,"['3D-structure', 'Acetylation', 'Activator', 'Alternative splicing', 'Antiviral defense', 'ATP-binding', 'Cytoplasm', 'DNA-binding', 'Exonuclease', 'Helicase', 'Host-virus interaction', 'Hydrolase', 'Immunity', 'Innate immunity', 'Isopeptide bond', 'Mitochondrion', 'mRNA processing', 'Nuclease', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'RNA-binding', 'Transcription', 'Transcription regulation', 'tRNA processing', 'Ubl conjugation']"
O75116,"['3D-structure', 'ATP-binding', 'Biological rhythms', 'Cell membrane', 'Coiled coil', 'Cytoplasm', 'Cytoskeleton', 'Kinase', 'Magnesium', 'Membrane', 'Metal-binding', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Zinc', 'Zinc-finger']"
Q9UL54,"['Alternative splicing', 'ATP-binding', 'Cell projection', 'Coiled coil', 'Cytoplasm', 'Cytoplasmic vesicle', 'Cytoskeleton', 'Kinase', 'Magnesium', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Transmembrane', 'Transmembrane helix']"
P25101,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Hypotrichosis', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q16539,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Cytoplasm', 'Direct protein sequencing', 'Kinase', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Stress response', 'Transcription', 'Transcription regulation', 'Transferase', 'Ubl conjugation']"
P18074,"['3D-structure', '4Fe-4S', 'Alternative splicing', 'ATP-binding', 'Cataract', 'Chromosome partition', 'Cockayne syndrome', 'Cytoplasm', 'Cytoskeleton', 'Deafness', 'Disease variant', 'DNA damage', 'DNA repair', 'DNA-binding', 'Dwarfism', 'Helicase', 'Host-virus interaction', 'Hydrolase', 'Ichthyosis', 'Iron', 'Iron-sulfur', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'Nucleus', 'Reference proteome', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Xeroderma pigmentosum']"
P16234,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Cell projection', 'Chemotaxis', 'Developmental protein', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Golgi apparatus', 'Host-virus interaction', 'Immunoglobulin domain', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Proto-oncogene', 'Receptor', 'Reference proteome', 'Repeat', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P51956,"['Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell cycle', 'Cell division', 'Cell projection', 'Cytoplasm', 'Kinase', 'Magnesium', 'Metal-binding', 'Mitosis', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
Q05397,"['3D-structure', 'Acetylation', 'Alternative promoter usage', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell junction', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Cytoskeleton', 'Developmental protein', 'Direct protein sequencing', 'Isopeptide bond', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Transferase', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P49674,"['3D-structure', 'ATP-binding', 'Biological rhythms', 'Cytoplasm', 'Kinase', 'Methylation', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
P29376,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Signal', 'Systemic lupus erythematosus', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase']"
P51946,"['3D-structure', 'Cell cycle', 'Cyclin', 'Direct protein sequencing', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Transcription', 'Transcription regulation']"
P41250,"['3D-structure', 'Acetylation', 'Alternative initiation', 'Aminoacyl-tRNA synthetase', 'ATP-binding', 'Cell projection', 'Charcot-Marie-Tooth disease', 'Cytoplasm', 'Disease variant', 'Hydrolase', 'Ligase', 'Mitochondrion', 'Neurodegeneration', 'Neuropathy', 'Nucleotide-binding', 'Phosphoprotein', 'Protein biosynthesis', 'Reference proteome', 'Secreted', 'Transferase', 'Transit peptide']"
P30411,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35462,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Schizophrenia', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q709F0,"['3D-structure', 'Acetylation', 'Alternative splicing', 'FAD', 'Fatty acid metabolism', 'Flavoprotein', 'Lipid metabolism', 'Membrane', 'Mitochondrion', 'Oxidoreductase', 'Peroxisome', 'Phosphoprotein', 'Reference proteome']"
O43293,"['3D-structure', 'Activator', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Chromatin regulator', 'Cytoplasm', 'Kinase', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transcription', 'Transcription regulation', 'Transferase', 'Translation regulation', 'Tumor suppressor']"
P61158,"['3D-structure', 'Acetylation', 'Actin-binding', 'ATP-binding', 'Cell projection', 'Cilium biogenesis/degradation', 'Cytoplasm', 'Cytoskeleton', 'Direct protein sequencing', 'Nucleotide-binding', 'Nucleus', 'Reference proteome']"
Q99759,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Kinase', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
O00571,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Cell membrane', 'Cell projection', 'Chromosome partition', 'Cytoplasm', 'Cytoskeleton', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Helicase', 'Host-virus interaction', 'Hydrolase', 'Immunity', 'Inflammasome', 'Innate immunity', 'Intellectual disability', 'Isopeptide bond', 'Membrane', 'Methylation', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Ribosome biogenesis', 'RNA-binding', 'Transcription', 'Transcription regulation', 'Translation regulation', 'Ubl conjugation']"
P28482,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Cell cycle', 'Cell junction', 'Cytoplasm', 'Cytoskeleton', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Host-virus interaction', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Repressor', 'Serine/threonine-protein kinase', 'Transcription', 'Transcription regulation', 'Transferase', 'Ubl conjugation']"
O95347,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell cycle', 'Cell division', 'Chromosome', 'Coiled coil', 'Cytoplasm', 'DNA condensation', 'Mitosis', 'Nucleotide-binding', 'Nucleus', 'Reference proteome']"
P00519,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Autophagy', 'Cell adhesion', 'Chromosomal rearrangement', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'DNA damage', 'DNA repair', 'DNA-binding', 'Endocytosis', 'Kinase', 'Lipoprotein', 'Magnesium', 'Manganese', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Myristate', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Proto-oncogene', 'Reference proteome', 'SH2 domain', 'SH3 domain', 'Transferase', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P54760,"['3D-structure', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell membrane', 'Developmental protein', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Repeat', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase']"
Q00536,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Cytoplasm', 'Cytoplasmic vesicle', 'Differentiation', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Spermatogenesis', 'Synapse', 'Synaptosome', 'Transferase']"
P48426,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Direct protein sequencing', 'Kinase', 'Lipid metabolism', 'Lysosome', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Transferase']"
P08173,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P52333,"['3D-structure', 'Adaptive immunity', 'Alternative splicing', 'ATP-binding', 'Cytoplasm', 'Disease variant', 'Immunity', 'Innate immunity', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'SCID', 'SH2 domain', 'Transferase', 'Tyrosine-protein kinase']"
Q00537,"['Alternative splicing', 'ATP-binding', 'Kinase', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
P31153,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Isopeptide bond', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'One-carbon metabolism', 'Phosphoprotein', 'Potassium', 'Reference proteome', 'Transferase', 'Ubl conjugation']"
P35367,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q15078,"['3D-structure', 'Biological rhythms', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Lipoprotein', 'Membrane', 'Myristate', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation']"
P14416,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P03372,"['3D-structure', 'Activator', 'Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Glycoprotein', 'Golgi apparatus', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Methylation', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Transmembrane', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
O15254,"['Acetylation', 'Alternative splicing', 'FAD', 'Fatty acid metabolism', 'Flavoprotein', 'Lipid metabolism', 'Oxidoreductase', 'Peroxisome', 'Phosphoprotein', 'Reference proteome']"
Q13188,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Coiled coil', 'Cytoplasm', 'Cytoskeleton', 'Direct protein sequencing', 'Kinase', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Ubl conjugation']"
P32245,"['3D-structure', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Obesity', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q14524,"['3D-structure', 'Alternative splicing', 'Atrial fibrillation', 'Brugada syndrome', 'Calmodulin-binding', 'Cardiomyopathy', 'Cell junction', 'Cell membrane', 'Cytoplasm', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Sodium', 'Sodium channel', 'Sodium transport', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation', 'Voltage-gated channel']"
Q9H773,"['3D-structure', 'Acetylation', 'Cytoplasm', 'Hydrolase', 'Magnesium', 'Metal-binding', 'Mitochondrion', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome']"
P22607,"['3D-structure', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Cell membrane', 'Chromosomal rearrangement', 'Craniosynostosis', 'Cytoplasmic vesicle', 'Deafness', 'Disease variant', 'Disulfide bond', 'Dwarfism', 'Ectodermal dysplasia', 'Endoplasmic reticulum', 'Glycoprotein', 'Immunoglobulin domain', 'Kinase', 'Lacrimo-auriculo-dento-digital syndrome', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
Q13163,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Kinase', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Tyrosine-protein kinase']"
P18825,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q01813,"['3D-structure', 'Acetylation', 'Allosteric enzyme', 'Alternative splicing', 'ATP-binding', 'Cytoplasm', 'Glycolysis', 'Glycoprotein', 'Kinase', 'Magnesium', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Transferase']"
Q8IVH8,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Kinase', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
P49760,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Kinase', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Tyrosine-protein kinase']"
P05141,"['Acetylation', 'Antiport', 'Chromosome partition', 'Direct protein sequencing', 'Host-virus interaction', 'Membrane', 'Methylation', 'Mitochondrion', 'Mitochondrion inner membrane', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P49841,"['3D-structure', 'ADP-ribosylation', 'Alternative splicing', 'Alzheimer disease', 'ATP-binding', 'Biological rhythms', 'Carbohydrate metabolism', 'Cell membrane', 'Cytoplasm', 'Developmental protein', 'Diabetes mellitus', 'Differentiation', 'Glycogen metabolism', 'Kinase', 'Membrane', 'Neurogenesis', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Signal transduction inhibitor', 'Transferase', 'Wnt signaling pathway']"
P05771,"['3D-structure', 'Acetylation', 'Adaptive immunity', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Calcium', 'Chromatin regulator', 'Cytoplasm', 'Direct protein sequencing', 'Immunity', 'Kinase', 'Membrane', 'Metal-binding', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Serine/threonine-protein kinase', 'Transcription', 'Transcription regulation', 'Transferase', 'Zinc', 'Zinc-finger']"
Q32MK0,"['Alternative splicing', 'ATP-binding', 'Cytoplasm', 'Kinase', 'Magnesium', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
Q96SW2,"['3D-structure', 'Alternative splicing', 'Cytoplasm', 'Disease variant', 'Intellectual disability', 'Membrane', 'Metal-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Ubl conjugation pathway', 'Zinc']"
P49748,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Cardiomyopathy', 'Direct protein sequencing', 'Disease variant', 'FAD', 'Fatty acid metabolism', 'Flavoprotein', 'Lipid metabolism', 'Membrane', 'Mitochondrion', 'Mitochondrion inner membrane', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'S-nitrosylation', 'Transit peptide']"
P25929,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P29597,"['3D-structure', 'ATP-binding', 'Kinase', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'SH2 domain', 'Transferase', 'Tyrosine-protein kinase']"
P48729,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell cycle', 'Cell division', 'Cell projection', 'Centromere', 'Chromosome', 'Cytoplasm', 'Cytoskeleton', 'Direct protein sequencing', 'Kinase', 'Kinetochore', 'Mitosis', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Wnt signaling pathway']"
Q92731,"['3D-structure', 'Activator', 'Alternative splicing', 'Disease variant', 'DNA-binding', 'Lipid-binding', 'Metal-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Zinc', 'Zinc-finger']"
P21554,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurodegeneration', 'Obesity', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P22694,"['Alternative splicing', 'ATP-binding', 'cAMP', 'Cell membrane', 'Cytoplasm', 'Disease variant', 'Kinase', 'Lipoprotein', 'Membrane', 'Myristate', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase']"
Q14289,"['3D-structure', 'Adaptive immunity', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell junction', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Immunity', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Transferase', 'Tyrosine-protein kinase']"
Q9ULC5,"['Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Disease variant', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Ligase', 'Lipid metabolism', 'Magnesium', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Signal-anchor', 'Transmembrane', 'Transmembrane helix']"
